OrderID,OrderDate,ProductID,ProductName,Category,Brand,SubCategory,Price,Quantity,Revenue,DiscountPercent,DiscountAmount,FinalRevenue,CustomerID,CustomerName,City,State,Region,SalesChannel,PaymentMethod
O1136,2025-09-02,P009,LED Monitor,Electronics,Samsung,Display,1905.54,1,1905.54,35,666.94,1238.6,CUST3938,Customer_2035,Ahmedabad,Gujarat,South,Meesho,PhonePe
O1137,2025-05-26,P009,LED Monitor,Electronics,Samsung,Display,3662.53,3,10987.59,35,3845.66,7141.93,CUST3869,Customer_4529,Kolkata,West Bengal,North,Website,Paytm
O1138,2025-12-13,P009,LED Monitor,Electronics,Samsung,Display,4522.75,4,18091.0,8,1447.28,16643.72,CUST2431,Customer_8741,Noida,Uttar Pradesh,West,Meesho,Debit Card
O1139,2025-06-07,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,1949.88,1,1949.88,6,116.99,1832.89,CUST4549,Customer_7534,Noida,Uttar Pradesh,West,Website,Credit Card
O1140,2025-01-08,P005,Laptop Bag,Accessories,Dell,Bags,430.42,1,430.42,17,73.17,357.25,CUST3278,Customer_7369,New Delhi,Delhi,East,Meesho,PhonePe
O1141,2025-02-03,P004,Power Bank,Electronics,Mi,Accessories,2890.39,1,2890.39,24,693.69,2196.7,CUST1468,Customer_6698,Noida,Uttar Pradesh,Central,Meesho,UPI
O1142,2025-10-26,P005,Laptop Bag,Accessories,Dell,Bags,1020.83,1,1020.83,40,408.33,612.5,CUST9572,Customer_9404,Chennai,Tamil Nadu,South,Amazon,UPI
O1143,2025-03-27,P001,Wireless Earphones,Electronics,boAt,Audio,567.59,1,567.59,10,56.76,510.83,CUST5372,Customer_7950,Bengaluru,Karnataka,West,JioMart,Paytm
O1144,2025-01-08,P005,Laptop Bag,Accessories,Dell,Bags,2665.1,2,5330.2,17,906.13,4424.07,CUST9266,Customer_8093,Lucknow,Uttar Pradesh,North,JioMart,Credit Card
O1145,2025-02-14,P003,Smart Watch,Electronics,Noise,Wearable,2086.68,3,6260.039999999999,11,688.6,5571.44,CUST1715,Customer_4983,Surat,Gujarat,East,Meesho,UPI
O1146,2025-04-11,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,3071.5,2,6143.0,37,2272.91,3870.09,CUST8106,Customer_2435,Surat,Gujarat,East,JioMart,Debit Card
O1147,2025-03-27,P007,Water Bottle,Fitness,Decathlon,Accessories,4521.17,1,4521.17,17,768.6,3752.57,CUST7465,Customer_9834,Lucknow,Uttar Pradesh,East,Meesho,Cash on Delivery
O1148,2025-09-21,P006,Running Shoes,Fashion,Nike,Footwear,3402.3,2,6804.6,29,1973.33,4831.27,CUST3934,Customer_187,New Delhi,Delhi,West,Meesho,Credit Card
O1149,2025-09-21,P003,Smart Watch,Electronics,Noise,Wearable,939.92,2,1879.84,13,244.38,1635.46,CUST9739,Customer_7167,New Delhi,Delhi,Central,Amazon,UPI
O1150,2025-07-23,P001,Wireless Earphones,Electronics,boAt,Audio,3056.8,3,9170.400000000001,22,2017.49,7152.91,CUST4231,Customer_2094,Pune,Maharashtra,West,JioMart,Debit Card
O1151,2025-01-01,P008,Office Chair,Furniture,GreenSoul,Office,3580.92,2,7161.84,18,1289.13,5872.71,CUST5963,Customer_7798,Kolkata,West Bengal,West,Flipkart,PhonePe
O1152,2025-10-25,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,3741.0,1,3741.0,33,1234.53,2506.47,CUST5482,Customer_1972,Kolkata,West Bengal,East,Meesho,Credit Card
O1153,2025-03-19,P005,Laptop Bag,Accessories,Dell,Bags,3266.1,2,6532.2,15,979.83,5552.37,CUST7567,Customer_4278,Kolkata,West Bengal,West,Meesho,Paytm
O1154,2025-08-12,P009,LED Monitor,Electronics,Samsung,Display,1073.15,1,1073.15,16,171.7,901.45,CUST8439,Customer_9371,Pune,Maharashtra,North,Meesho,Debit Card
O1155,2025-07-07,P004,Power Bank,Electronics,Mi,Accessories,4011.63,4,16046.52,39,6258.14,9788.38,CUST1324,Customer_7310,Kolkata,West Bengal,North,Website,Paytm
O1156,2025-10-10,P004,Power Bank,Electronics,Mi,Accessories,4083.01,4,16332.04,22,3593.05,12738.99,CUST6568,Customer_9900,New Delhi,Delhi,North,Website,Cash on Delivery
O1157,2025-12-30,P002,Bluetooth Speaker,Electronics,JBL,Audio,1193.96,2,2387.92,11,262.67,2125.25,CUST6540,Customer_4881,Kolkata,West Bengal,South,Amazon,UPI
O1158,2025-08-12,P003,Smart Watch,Electronics,Noise,Wearable,3869.46,1,3869.46,13,503.03,3366.43,CUST1764,Customer_5967,Mysuru,Karnataka,East,Website,Credit Card
O1159,2025-07-10,P004,Power Bank,Electronics,Mi,Accessories,2578.38,2,5156.76,40,2062.7,3094.06,CUST7919,Customer_470,Bengaluru,Karnataka,South,Amazon,Cash on Delivery
O1160,2025-04-24,P002,Bluetooth Speaker,Electronics,JBL,Audio,3479.98,3,10439.94,16,1670.39,8769.55,CUST6951,Customer_8235,Mysuru,Karnataka,Central,JioMart,Debit Card
O1161,2025-05-01,P006,Running Shoes,Fashion,Nike,Footwear,3470.64,1,3470.64,40,1388.26,2082.38,CUST8723,Customer_6876,Bengaluru,Karnataka,Central,Website,Debit Card
O1162,2025-09-24,P002,Bluetooth Speaker,Electronics,JBL,Audio,1688.05,1,1688.05,19,320.73,1367.32,CUST6620,Customer_2709,Pune,Maharashtra,North,Flipkart,Debit Card
O1163,2025-02-25,P002,Bluetooth Speaker,Electronics,JBL,Audio,1405.98,3,4217.9400000000005,17,717.05,3500.89,CUST8068,Customer_9063,Noida,Uttar Pradesh,Central,Amazon,Cash on Delivery
O1164,2025-02-02,P007,Water Bottle,Fitness,Decathlon,Accessories,4085.22,4,16340.88,12,1960.91,14379.97,CUST9293,Customer_3999,Chennai,Tamil Nadu,North,Amazon,Cash on Delivery
O1165,2025-09-12,P003,Smart Watch,Electronics,Noise,Wearable,353.91,3,1061.73,17,180.49,881.24,CUST9525,Customer_7502,Lucknow,Uttar Pradesh,East,Website,Debit Card
O1166,2025-11-10,P005,Laptop Bag,Accessories,Dell,Bags,4638.14,4,18552.56,34,6307.87,12244.69,CUST8115,Customer_9687,Kolkata,West Bengal,South,Flipkart,Credit Card
O1167,2025-06-10,P002,Bluetooth Speaker,Electronics,JBL,Audio,3631.08,4,14524.32,8,1161.95,13362.37,CUST8586,Customer_9058,Bengaluru,Karnataka,East,JioMart,Credit Card
O1168,2025-12-18,P002,Bluetooth Speaker,Electronics,JBL,Audio,1457.35,1,1457.35,39,568.37,888.98,CUST9539,Customer_6778,Coimbatore,Tamil Nadu,East,Flipkart,Cash on Delivery
O1169,2025-08-19,P006,Running Shoes,Fashion,Nike,Footwear,1103.85,1,1103.85,24,264.92,838.93,CUST2460,Customer_1519,Lucknow,Uttar Pradesh,South,Flipkart,Paytm
O1170,2025-10-23,P004,Power Bank,Electronics,Mi,Accessories,2158.58,1,2158.58,9,194.27,1964.31,CUST5689,Customer_2277,Coimbatore,Tamil Nadu,North,JioMart,Cash on Delivery
O1171,2025-02-14,P008,Office Chair,Furniture,GreenSoul,Office,922.47,1,922.47,17,156.82,765.65,CUST6176,Customer_2961,Kolkata,West Bengal,Central,Meesho,PhonePe
O1172,2025-03-07,P003,Smart Watch,Electronics,Noise,Wearable,4063.92,3,12191.76,26,3169.86,9021.9,CUST5084,Customer_1391,Surat,Gujarat,Central,Meesho,PhonePe
O1173,2025-01-06,P009,LED Monitor,Electronics,Samsung,Display,949.06,2,1898.12,39,740.27,1157.85,CUST7973,Customer_3533,Lucknow,Uttar Pradesh,South,JioMart,Credit Card
O1174,2025-11-23,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,4076.36,3,12229.08,17,2078.94,10150.14,CUST3566,Customer_1077,Mysuru,Karnataka,East,Website,UPI
O1175,2025-03-06,P007,Water Bottle,Fitness,Decathlon,Accessories,423.67,1,423.67,8,33.89,389.78,CUST9970,Customer_9085,Mumbai,Maharashtra,Central,Meesho,Debit Card
O1176,2025-10-31,P008,Office Chair,Furniture,GreenSoul,Office,1672.29,1,1672.29,33,551.86,1120.43,CUST8535,Customer_8368,Coimbatore,Tamil Nadu,West,JioMart,Cash on Delivery
O1177,2025-08-29,P002,Bluetooth Speaker,Electronics,JBL,Audio,1396.14,1,1396.14,29,404.88,991.26,CUST3855,Customer_5093,Pune,Maharashtra,South,Flipkart,Cash on Delivery
O1178,2025-07-19,P007,Water Bottle,Fitness,Decathlon,Accessories,3923.86,2,7847.72,12,941.73,6905.99,CUST2218,Customer_2103,Mysuru,Karnataka,South,Amazon,UPI
O1179,2025-05-16,P005,Laptop Bag,Accessories,Dell,Bags,2939.86,4,11759.44,40,4703.78,7055.66,CUST7146,Customer_7022,Bengaluru,Karnataka,Central,Flipkart,PhonePe
O1180,2025-08-21,P007,Water Bottle,Fitness,Decathlon,Accessories,2624.56,3,7873.68,39,3070.74,4802.94,CUST4838,Customer_4294,New Delhi,Delhi,Central,Website,Paytm
O1181,2025-11-20,P009,LED Monitor,Electronics,Samsung,Display,4196.26,4,16785.04,9,1510.65,15274.39,CUST9063,Customer_5117,Chennai,Tamil Nadu,South,JioMart,PhonePe
O1182,2025-05-06,P002,Bluetooth Speaker,Electronics,JBL,Audio,1092.03,2,2184.06,25,546.01,1638.05,CUST3514,Customer_8300,Kolkata,West Bengal,North,JioMart,Cash on Delivery
O1183,2025-05-16,P006,Running Shoes,Fashion,Nike,Footwear,4562.14,2,9124.28,25,2281.07,6843.21,CUST6808,Customer_7821,Mumbai,Maharashtra,East,JioMart,UPI
O1184,2025-03-03,P002,Bluetooth Speaker,Electronics,JBL,Audio,4267.97,4,17071.88,27,4609.41,12462.47,CUST9405,Customer_7550,New Delhi,Delhi,South,Website,PhonePe
O1185,2025-05-24,P009,LED Monitor,Electronics,Samsung,Display,1912.55,4,7650.2,23,1759.55,5890.65,CUST8829,Customer_9692,Bengaluru,Karnataka,West,JioMart,PhonePe
O1186,2025-01-17,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,4762.81,1,4762.81,20,952.56,3810.25,CUST6695,Customer_8537,Pune,Maharashtra,East,Meesho,Cash on Delivery
O1187,2025-03-31,P003,Smart Watch,Electronics,Noise,Wearable,2525.54,3,7576.62,25,1894.15,5682.47,CUST8126,Customer_527,Chennai,Tamil Nadu,West,Meesho,Paytm
O1188,2025-09-14,P002,Bluetooth Speaker,Electronics,JBL,Audio,2702.97,4,10811.88,38,4108.51,6703.37,CUST5743,Customer_1391,Chennai,Tamil Nadu,North,Meesho,PhonePe
O1189,2025-10-29,P009,LED Monitor,Electronics,Samsung,Display,4792.46,3,14377.380000000001,31,4456.99,9920.39,CUST5625,Customer_7325,Chennai,Tamil Nadu,South,Amazon,Cash on Delivery
O1190,2025-12-02,P006,Running Shoes,Fashion,Nike,Footwear,2045.46,2,4090.92,9,368.18,3722.74,CUST4637,Customer_6420,Noida,Uttar Pradesh,East,Meesho,UPI
O1191,2025-03-20,P006,Running Shoes,Fashion,Nike,Footwear,538.33,4,2153.32,18,387.6,1765.72,CUST2339,Customer_8255,Nashik,Maharashtra,South,Website,Credit Card
O1192,2025-05-11,P007,Water Bottle,Fitness,Decathlon,Accessories,2294.43,3,6883.289999999999,32,2202.65,4680.64,CUST2480,Customer_5166,Mysuru,Karnataka,Central,Amazon,Cash on Delivery
O1193,2025-09-29,P008,Office Chair,Furniture,GreenSoul,Office,1669.38,4,6677.52,30,2003.26,4674.26,CUST3812,Customer_4429,New Delhi,Delhi,South,Website,Debit Card
O1194,2025-09-16,P009,LED Monitor,Electronics,Samsung,Display,2930.46,2,5860.92,12,703.31,5157.61,CUST4679,Customer_7919,Nagpur,Maharashtra,Central,Website,UPI
O1195,2025-11-22,P008,Office Chair,Furniture,GreenSoul,Office,643.06,3,1929.1799999999998,38,733.09,1196.09,CUST5267,Customer_908,Mysuru,Karnataka,West,Meesho,PhonePe
O1196,2025-05-05,P008,Office Chair,Furniture,GreenSoul,Office,984.65,1,984.65,25,246.16,738.49,CUST1853,Customer_1560,Kolkata,West Bengal,South,Amazon,Paytm
O1197,2025-05-21,P003,Smart Watch,Electronics,Noise,Wearable,2453.03,1,2453.03,19,466.08,1986.95,CUST7669,Customer_6438,Noida,Uttar Pradesh,South,Flipkart,Cash on Delivery
O1198,2025-02-11,P003,Smart Watch,Electronics,Noise,Wearable,835.73,4,3342.92,8,267.43,3075.49,CUST7041,Customer_469,Ahmedabad,Gujarat,Central,JioMart,Credit Card
O1199,2025-01-21,P004,Power Bank,Electronics,Mi,Accessories,3516.71,4,14066.84,21,2954.04,11112.8,CUST6914,Customer_9431,Noida,Uttar Pradesh,West,Website,PhonePe
O1200,2025-06-30,P003,Smart Watch,Electronics,Noise,Wearable,334.2,4,1336.8,37,494.62,842.18,CUST4708,Customer_8638,Chennai,Tamil Nadu,West,Amazon,Credit Card
O1201,2025-11-26,P009,LED Monitor,Electronics,Samsung,Display,1040.59,1,1040.59,28,291.37,749.22,CUST2596,Customer_5198,Noida,Uttar Pradesh,East,Amazon,Paytm
O1202,2025-07-01,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,4368.89,4,17475.56,34,5941.69,11533.87,CUST6331,Customer_9749,Lucknow,Uttar Pradesh,South,JioMart,Debit Card
O1203,2025-02-18,P007,Water Bottle,Fitness,Decathlon,Accessories,4571.69,4,18286.76,34,6217.5,12069.26,CUST2134,Customer_9263,Rajkot,Gujarat,South,Website,PhonePe
O1204,2025-06-21,P009,LED Monitor,Electronics,Samsung,Display,3136.57,3,9409.710000000001,39,3669.79,5739.92,CUST7344,Customer_7428,Kolkata,West Bengal,South,Meesho,Credit Card
O1205,2025-11-12,P008,Office Chair,Furniture,GreenSoul,Office,830.97,2,1661.94,40,664.78,997.16,CUST4501,Customer_995,Bengaluru,Karnataka,North,Website,PhonePe
O1206,2025-09-28,P003,Smart Watch,Electronics,Noise,Wearable,487.72,4,1950.88,26,507.23,1443.65,CUST7072,Customer_4144,New Delhi,Delhi,West,Flipkart,PhonePe
O1207,2025-02-15,P004,Power Bank,Electronics,Mi,Accessories,3187.67,4,12750.68,11,1402.57,11348.11,CUST1860,Customer_7393,Noida,Uttar Pradesh,Central,Flipkart,UPI
O1208,2025-12-13,P007,Water Bottle,Fitness,Decathlon,Accessories,1990.78,2,3981.56,25,995.39,2986.17,CUST4492,Customer_7808,Coimbatore,Tamil Nadu,Central,Flipkart,PhonePe
O1209,2025-07-03,P007,Water Bottle,Fitness,Decathlon,Accessories,3202.64,2,6405.28,13,832.69,5572.59,CUST1039,Customer_7998,Noida,Uttar Pradesh,West,Meesho,UPI
O1210,2025-04-18,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,4191.92,1,4191.92,15,628.79,3563.13,CUST2946,Customer_4933,Nashik,Maharashtra,North,Flipkart,Credit Card
O1211,2025-11-03,P002,Bluetooth Speaker,Electronics,JBL,Audio,3754.86,2,7509.72,26,1952.53,5557.19,CUST1286,Customer_4748,Kolkata,West Bengal,South,JioMart,PhonePe
O1212,2025-02-20,P009,LED Monitor,Electronics,Samsung,Display,335.06,1,335.06,15,50.26,284.8,CUST9281,Customer_1328,Ahmedabad,Gujarat,North,Flipkart,Credit Card
O1213,2025-09-07,P005,Laptop Bag,Accessories,Dell,Bags,4100.93,3,12302.79,39,4798.09,7504.7,CUST1766,Customer_4271,Lucknow,Uttar Pradesh,North,JioMart,UPI
O1214,2025-04-18,P001,Wireless Earphones,Electronics,boAt,Audio,500.51,3,1501.53,6,90.09,1411.44,CUST6713,Customer_428,Mumbai,Maharashtra,East,Flipkart,PhonePe
O1215,2025-10-02,P003,Smart Watch,Electronics,Noise,Wearable,3797.69,3,11393.07,5,569.65,10823.42,CUST8823,Customer_8551,Ahmedabad,Gujarat,West,Amazon,PhonePe
O1216,2025-07-27,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,1163.08,4,4652.32,21,976.99,3675.33,CUST4780,Customer_4819,Coimbatore,Tamil Nadu,North,Website,Debit Card
O1217,2025-10-24,P009,LED Monitor,Electronics,Samsung,Display,1567.91,2,3135.82,19,595.81,2540.01,CUST5357,Customer_8902,Kolkata,West Bengal,West,Website,Debit Card
O1218,2025-02-20,P001,Wireless Earphones,Electronics,boAt,Audio,4835.08,4,19340.32,35,6769.11,12571.21,CUST4845,Customer_787,Coimbatore,Tamil Nadu,South,JioMart,UPI
O1219,2025-06-19,P009,LED Monitor,Electronics,Samsung,Display,2711.55,2,5423.1,38,2060.78,3362.32,CUST5743,Customer_7980,Vadodara,Gujarat,West,Meesho,Credit Card
O1220,2025-09-30,P001,Wireless Earphones,Electronics,boAt,Audio,2580.17,1,2580.17,19,490.23,2089.94,CUST2002,Customer_4546,Kolkata,West Bengal,North,Flipkart,Paytm
O1221,2025-08-18,P009,LED Monitor,Electronics,Samsung,Display,2540.91,1,2540.91,21,533.59,2007.32,CUST1409,Customer_78,New Delhi,Delhi,Central,JioMart,UPI
O1222,2025-11-26,P005,Laptop Bag,Accessories,Dell,Bags,1034.76,1,1034.76,16,165.56,869.2,CUST8180,Customer_7043,Kolkata,West Bengal,West,Website,Credit Card
O1223,2025-01-16,P005,Laptop Bag,Accessories,Dell,Bags,579.36,2,1158.72,37,428.73,729.99,CUST6247,Customer_9290,Lucknow,Uttar Pradesh,Central,JioMart,Debit Card
O1224,2025-09-18,P009,LED Monitor,Electronics,Samsung,Display,1668.98,4,6675.92,20,1335.18,5340.74,CUST4068,Customer_5126,Bengaluru,Karnataka,South,JioMart,PhonePe
O1225,2025-12-26,P008,Office Chair,Furniture,GreenSoul,Office,4037.69,3,12113.07,40,4845.23,7267.84,CUST3066,Customer_2887,Noida,Uttar Pradesh,East,Website,Paytm
O1226,2025-12-27,P005,Laptop Bag,Accessories,Dell,Bags,1686.98,1,1686.98,18,303.66,1383.32,CUST3452,Customer_4334,Chennai,Tamil Nadu,Central,Amazon,PhonePe
O1227,2025-06-23,P003,Smart Watch,Electronics,Noise,Wearable,4698.41,2,9396.82,32,3006.98,6389.84,CUST4537,Customer_3060,Vadodara,Gujarat,East,JioMart,Cash on Delivery
O1228,2025-04-27,P009,LED Monitor,Electronics,Samsung,Display,4432.5,3,13297.5,6,797.85,12499.65,CUST8196,Customer_6142,Coimbatore,Tamil Nadu,South,JioMart,Debit Card
O1229,2025-09-18,P001,Wireless Earphones,Electronics,boAt,Audio,2843.42,2,5686.84,28,1592.32,4094.52,CUST3577,Customer_6147,Bengaluru,Karnataka,East,Amazon,Credit Card
O1230,2025-08-02,P006,Running Shoes,Fashion,Nike,Footwear,3402.55,2,6805.1,33,2245.68,4559.42,CUST9160,Customer_721,Vadodara,Gujarat,North,JioMart,PhonePe
O1231,2025-03-27,P001,Wireless Earphones,Electronics,boAt,Audio,3182.34,1,3182.34,29,922.88,2259.46,CUST2004,Customer_9040,Surat,Gujarat,Central,Meesho,Paytm
O1232,2025-12-10,P007,Water Bottle,Fitness,Decathlon,Accessories,4985.41,1,4985.41,13,648.1,4337.31,CUST8277,Customer_110,Lucknow,Uttar Pradesh,East,Flipkart,UPI
O1233,2025-02-13,P004,Power Bank,Electronics,Mi,Accessories,3660.94,4,14643.76,8,1171.5,13472.26,CUST2955,Customer_7187,Kolkata,West Bengal,East,Meesho,Credit Card
O1234,2025-07-21,P009,LED Monitor,Electronics,Samsung,Display,3403.19,3,10209.57,21,2144.01,8065.56,CUST7440,Customer_5164,Chennai,Tamil Nadu,West,Amazon,Cash on Delivery
O1235,2025-12-01,P006,Running Shoes,Fashion,Nike,Footwear,2611.01,1,2611.01,19,496.09,2114.92,CUST7858,Customer_1202,New Delhi,Delhi,South,Website,UPI
O1236,2025-01-12,P005,Laptop Bag,Accessories,Dell,Bags,2726.03,4,10904.12,39,4252.61,6651.51,CUST4281,Customer_3457,Pune,Maharashtra,North,Amazon,Credit Card
O1237,2025-12-06,P007,Water Bottle,Fitness,Decathlon,Accessories,884.01,2,1768.02,33,583.45,1184.57,CUST4838,Customer_4820,Lucknow,Uttar Pradesh,South,Meesho,Credit Card
O1238,2025-12-31,P003,Smart Watch,Electronics,Noise,Wearable,4532.83,1,4532.83,16,725.25,3807.58,CUST1068,Customer_6348,New Delhi,Delhi,South,Amazon,Cash on Delivery
O1239,2025-10-02,P005,Laptop Bag,Accessories,Dell,Bags,2896.05,3,8688.150000000001,22,1911.39,6776.76,CUST3802,Customer_6892,Coimbatore,Tamil Nadu,East,JioMart,Debit Card
O1240,2025-08-10,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,2556.29,2,5112.58,10,511.26,4601.32,CUST1245,Customer_9791,Mumbai,Maharashtra,North,Meesho,Cash on Delivery
O1241,2025-07-15,P001,Wireless Earphones,Electronics,boAt,Audio,3042.3,2,6084.6,22,1338.61,4745.99,CUST2119,Customer_8475,Bengaluru,Karnataka,North,JioMart,PhonePe
O1242,2025-02-27,P001,Wireless Earphones,Electronics,boAt,Audio,1423.02,2,2846.04,8,227.68,2618.36,CUST1200,Customer_6773,Kolkata,West Bengal,Central,Amazon,Paytm
O1243,2025-03-07,P007,Water Bottle,Fitness,Decathlon,Accessories,2474.28,2,4948.56,15,742.28,4206.28,CUST1963,Customer_4306,Kolkata,West Bengal,South,Flipkart,Paytm
O1244,2025-09-05,P009,LED Monitor,Electronics,Samsung,Display,2114.66,1,2114.66,22,465.23,1649.43,CUST3128,Customer_5433,Kolkata,West Bengal,West,Amazon,Cash on Delivery
O1245,2025-02-18,P004,Power Bank,Electronics,Mi,Accessories,3433.1,2,6866.2,26,1785.21,5080.99,CUST8797,Customer_3245,Noida,Uttar Pradesh,East,Flipkart,Paytm
O1246,2025-07-03,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,3104.4,3,9313.2,12,1117.58,8195.62,CUST1350,Customer_648,Noida,Uttar Pradesh,South,Website,Paytm
O1247,2025-04-13,P004,Power Bank,Electronics,Mi,Accessories,4364.29,4,17457.16,14,2444.0,15013.16,CUST5139,Customer_6377,Bengaluru,Karnataka,West,JioMart,Credit Card
O1248,2025-04-25,P001,Wireless Earphones,Electronics,boAt,Audio,3933.75,4,15735.0,14,2202.9,13532.1,CUST1992,Customer_6539,Mysuru,Karnataka,West,Amazon,PhonePe
O1249,2025-01-07,P003,Smart Watch,Electronics,Noise,Wearable,2191.58,2,4383.16,5,219.16,4164.0,CUST2416,Customer_4215,New Delhi,Delhi,East,Amazon,PhonePe
O1250,2025-07-27,P004,Power Bank,Electronics,Mi,Accessories,4087.57,4,16350.28,40,6540.11,9810.17,CUST1770,Customer_3172,Surat,Gujarat,East,Flipkart,UPI
O1251,2025-11-12,P004,Power Bank,Electronics,Mi,Accessories,4855.96,1,4855.96,19,922.63,3933.33,CUST7169,Customer_8496,New Delhi,Delhi,South,Meesho,Cash on Delivery
O1252,2025-09-18,P008,Office Chair,Furniture,GreenSoul,Office,4768.29,2,9536.58,16,1525.85,8010.73,CUST3108,Customer_3097,Ahmedabad,Gujarat,West,Flipkart,Credit Card
O1253,2025-10-08,P001,Wireless Earphones,Electronics,boAt,Audio,1167.79,4,4671.16,15,700.67,3970.49,CUST2492,Customer_177,Coimbatore,Tamil Nadu,Central,Meesho,Cash on Delivery
O1254,2025-08-13,P008,Office Chair,Furniture,GreenSoul,Office,969.18,1,969.18,37,358.6,610.58,CUST2063,Customer_7477,Kolkata,West Bengal,South,Amazon,Debit Card
O1255,2025-05-03,P006,Running Shoes,Fashion,Nike,Footwear,2411.49,3,7234.469999999999,36,2604.41,4630.06,CUST3944,Customer_1933,Kolkata,West Bengal,North,Amazon,Cash on Delivery
O1256,2025-11-17,P008,Office Chair,Furniture,GreenSoul,Office,4363.04,4,17452.16,27,4712.08,12740.08,CUST6441,Customer_2617,Kolkata,West Bengal,West,Website,Debit Card
O1257,2025-05-14,P001,Wireless Earphones,Electronics,boAt,Audio,3814.79,3,11444.369999999999,17,1945.54,9498.83,CUST7942,Customer_1372,Noida,Uttar Pradesh,Central,Flipkart,Cash on Delivery
O1258,2025-03-27,P003,Smart Watch,Electronics,Noise,Wearable,690.55,4,2762.2,22,607.68,2154.52,CUST4907,Customer_8265,Kolkata,West Bengal,East,Flipkart,Debit Card
O1259,2025-08-12,P004,Power Bank,Electronics,Mi,Accessories,2089.39,1,2089.39,39,814.86,1274.53,CUST7692,Customer_265,Chennai,Tamil Nadu,South,JioMart,Credit Card
O1260,2025-09-20,P004,Power Bank,Electronics,Mi,Accessories,3781.69,4,15126.76,15,2269.01,12857.75,CUST5314,Customer_210,Lucknow,Uttar Pradesh,East,Flipkart,Paytm
O1261,2025-07-17,P002,Bluetooth Speaker,Electronics,JBL,Audio,3338.93,4,13355.72,10,1335.57,12020.15,CUST7355,Customer_4668,Lucknow,Uttar Pradesh,North,Website,UPI
O1262,2025-07-05,P007,Water Bottle,Fitness,Decathlon,Accessories,3337.87,3,10013.61,6,600.82,9412.79,CUST8977,Customer_4776,Nagpur,Maharashtra,Central,Meesho,Credit Card
O1263,2025-07-05,P007,Water Bottle,Fitness,Decathlon,Accessories,683.5,4,2734.0,22,601.48,2132.52,CUST6239,Customer_4668,Kolkata,West Bengal,North,JioMart,Credit Card
O1264,2025-01-16,P006,Running Shoes,Fashion,Nike,Footwear,2173.84,3,6521.52,12,782.58,5738.94,CUST7587,Customer_4604,Chennai,Tamil Nadu,East,Amazon,Cash on Delivery
O1265,2025-10-08,P007,Water Bottle,Fitness,Decathlon,Accessories,3258.48,4,13033.92,6,782.04,12251.88,CUST1473,Customer_5348,Surat,Gujarat,West,Amazon,Credit Card
O1266,2025-07-16,P008,Office Chair,Furniture,GreenSoul,Office,805.1,1,805.1,10,80.51,724.59,CUST1578,Customer_9029,Chennai,Tamil Nadu,Central,Website,UPI
O1267,2025-07-07,P004,Power Bank,Electronics,Mi,Accessories,1411.49,3,4234.47,29,1228.0,3006.47,CUST6185,Customer_6651,Surat,Gujarat,North,Meesho,Cash on Delivery
O1268,2025-10-28,P003,Smart Watch,Electronics,Noise,Wearable,3638.96,2,7277.92,38,2765.61,4512.31,CUST2977,Customer_9723,Rajkot,Gujarat,South,Flipkart,Paytm
O1269,2025-12-30,P010,Keyboard Mouse Combo,Electronics,Logitech,Accessories,2235.11,2,4470.22,30,1341.07,3129.15,CUST2742,Customer_8466,Chennai,Tamil Nadu,North,Website,UPI
O1270,2025-05-12,P008,Office Chair,Furniture,GreenSoul,Office,4631.59,2,9263.18,10,926.32,8336.86,CUST3678,Customer_1585,Noida,Uttar Pradesh,East,JioMart,Cash on Delivery
O1271,2025-04-30,P002,Bluetooth Speaker,Electronics,JBL,Audio,1935.89,4,7743.56,37,2865.12,4878.44,CUST5624,Customer_7053,Kolkata,West Bengal,Central,JioMart,Paytm
O1272,2025-05-26,P006,Running Shoes,Fashion,Nike,Footwear,1266.95,1,1266.95,11,139.36,1127.59,CUST4623,Customer_855,Coimbatore,Tamil Nadu,West,Meesho,Paytm
O1273,2025-04-18,P004,Power Bank,Electronics,Mi,Accessories,2822.99,2,5645.98,19,1072.74,4573.24,CUST7079,Customer_504,Lucknow,Uttar Pradesh,East,Amazon,Paytm
O1274,2025-02-18,P004,Power Bank,Electronics,Mi,Accessories,981.99,2,1963.98,18,353.52,1610.46,CUST7278,Customer_5894,Coimbatore,Tamil Nadu,South,Website,Paytm
O1275,2025-01-17,P002,Bluetooth Speaker,Electronics,JBL,Audio,771.44,1,771.44,22,169.72,601.72,CUST9811,Customer_686,New Delhi,Delhi,East,Flipkart,Credit Card
O1276,2025-01-13,P009,LED Monitor,Electronics,Samsung,Display,2891.78,4,11567.12,29,3354.46,8212.66,CUST2228,Customer_1815,Pune,Maharashtra,North,Meesho,Debit Card
